Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE41763,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome (Hi-C)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41763/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA178126",23152449,SRP016586,"Rachel Patton McCord","Oct 30, 2012"
GSE41764,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",28,,"BED;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41764/suppl",23152449,,"Rachel Patton McCord","Oct 30, 2012"
GSE39068,"Comparative genome-wide DNA methylation analysis of colorectal tumor and matched normal tissues","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",68,,"BED;TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39068/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA169875",23079744,SRP013985,"Arjen Brinkman","Oct 26, 2012"
GSE40075,"Short-term time course of the effects of 1α,25-dihydroxyvitamin D3 treatment on open chromatin regions in THP-1 monocytic leukemia cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40075/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA172741",23093607;24185200,SRP014820,"Sami Heikkinen","Oct 25, 2012"
GSE41820,"High-resolution genome-wide mapping of AHR and ARNT binding sites by ChIP-Seq","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41820/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA178231",22903824,SRP016797,"Raymond Lo","Oct 24, 2012"
GSE38937,"Profiling of Chromatin States in a Human Cancer Cell Line","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Other","Homo sapiens",22,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38937/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA169415",23177624,SRP013932,"Keith robertson","Oct 19, 2012"
GSE38938,"Linking DNA Methyltransferases (DNMTs) to Epigenetic Marks and Nucleosome Structure Genome-Wide in Human Tumor Cells","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array;Methylation profiling by high throughput sequencing","Homo sapiens",28,,"BED;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38938/suppl",23177624;25792550,,"Keith robertson","Oct 19, 2012"
GSE38685,"Normal and Cancerous Prostate Cells","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Genome variation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38685/suppl",23245995,,"Aaron Statham","Oct 16, 2012"
GSE41000,"SIRT3 functions in the nucleus in the control of stress-related gene expression.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41000/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175522",23045395,SRP015817,"Roberto Bonasio","Oct 16, 2012"
GSE40970,"ChIP-seq analysis of H3K27me3 histone modification in EZH2 mutant and wild type DLBCL cell lines","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40970/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175453",23051747,SRP015804,"Gopinath Ganji","Oct 12, 2012"
GSE40972,"EZH2 Inhibition as a Therapeutic Strategy for Lymphoma with EZH2 Activating Mutations","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",52,,"BED;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40972/suppl",23051747,,"Gopinath Ganji","Oct 12, 2012"
GSE41529,"Genome-wide analysis of the SNAPc complex","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",16,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41529/suppl",22966203,,"Alessandro Gardini","Oct 12, 2012"
GSE41479,"Sorafenib inhibits epithelial-mesenchymal transition through an epigenetic-based mechanism in human lung epithelial cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41479/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA177172",,SRP016060,"Desheng Gong","Oct 11, 2012"
GSE36985,"Comparative profiling of chromatin state maps and transcription factor occupancy during human fetal and adult erythropoiesis","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",37,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36985/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA157469",23041383,SRP012028,"Jian Xu","Oct 05, 2012"
GSE36994,"Comparative profiling of human fetal and adult erythropoiesis","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",79,,"BED;CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36994/suppl",23041383,,"Jian Xu","Oct 04, 2012"
GSE40050,"Persistent androgen receptor-mediated transcription in castration-resistant prostate cancer under androgen-deprived conditions","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",35,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40050/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA172760",23019221;28886115,SRP014809,"Keith F Decker","Oct 02, 2012"
GSE41234,"Human melanoma cells over-express Extracellular Matrix 1 (ECM1) which is regulated in part by TFAP2C","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41234/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA176308",,SRP015941,"Thomas B Bair","Oct 02, 2012"
GSE41264,"Chromatin modification by SUMO-1 stimulates the promoters of translation machinery genes","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41264/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA176421",22941651,SRP015955,"Jeffrey Parvin","Oct 02, 2012"
GSE37403,"Genome-wide analysis of the SNAPc complex [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37403/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA159777",22966203,SRP012312,"Alessandro Gardini","Sep 28, 2012"
GSE26598,"hDot1L and RNAPII-5p in NCCIT cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26598/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA136199",23012353,SRP005383,"Inkyung Jung","Sep 27, 2012"
GSE41105,"cMyc and Max ChIP-seq analysis in small cell lung carcinoma cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41105/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175830",,SRP015872,"Richard A Young","Sep 25, 2012"
GSE41111,"Transcriptional state during endodermal differentiation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41111/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175831",,SRP015873,"Richard A Young","Sep 25, 2012"
GSE41048,"Epigenetic polymorphism and the stochastic formation of differentially methylated regions in normal and cancerous tissues (ChIP-Seq and MeDIP-Seq)","Methylation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",21,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41048/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175631",23064413,SRP015835,"Gilad Landan","Sep 24, 2012"
GSE41050,"Epigenetic polymorphism and the stochastic formation of differentially methylated regions in normal and cancerous tissues","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",35,,"BW;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41050/suppl",23064413,,"Gilad Landan","Sep 24, 2012"
GSE23730,"Oncofusion protein AML1-ETO targets ERG factor binding sites in AML","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",42,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23730/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA130783",22983443,SRP003496,"H.G. Stunnenberg","Sep 18, 2012"
GSE37583,"Genome-wide mapping of human DNA-replication origins: levels of transcription at Orc1 sites regulate origin selection and replication timing","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37583/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA162295",23187890,SRP012549,"Lucilla Luzi","Sep 18, 2012"
GSE28874,"Genome-wide analysis of p300, H3K4me3, H3K4me1, H3K27me3 and H3K27ac in in vitro differentiated human neural crest cells (hNCC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28874/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153963",22981823,SRP006560,"Alvaro Rada","Sep 13, 2012"
GSE28876,"Epigenomic profiling of enhancers identifies orphan nuclear receptors NR2F1 and NR2F2 as novel regulators of human neural crest","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",12,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28876/suppl",22981823,,"Alvaro Rada","Sep 13, 2012"
GSE36351,"Transcriptional Regulation of the GPX1 Gene by TFAP2C and Aberrant CpG Methylation in Human Breast Cancer","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36351/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153311",22964634;25772240,SRP011377,"Tiandao Li","Sep 12, 2012"
GSE40833,"DNaseI/FAIRE/ChIP Synthesis from ENCODE/OpenChrom(Duke/UNC/UTA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",17,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40833/suppl",,,"ENCODE DCC","Sep 12, 2012"
GSE40724,"Genome-Wide Progesterone Receptor Binding: Cell Type-Specific and Shared Mechanisms in Uterine Fibroids and Breast Cancer (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40724/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175009",22272226,SRP015675,"Damian Roqueiro","Sep 11, 2012"
GSE39277,"Corepressors (NCoR and SMRT) as well as Coactivators are Recruited to Positively Regulated 1α,25-Dihydroxyvitamin D3-Responsive Genes","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39277/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170469",22944139,SRP014204,"Mark B Meyer","Sep 05, 2012"
GSE30876,"Retinoic Acid-Induced DR2 Alu Transcripts in Stem Cells Generate Functional Small RNAs that Mediate Target mRNA Degradation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30876/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA144267",23064648,SRP007565,"MICHAEL G ROSENFELD","Sep 01, 2012"
GSE30254,"Chromatin accessibility, p300 and histone acetylation define PML-RARalpha- and AML1-ETO-binding sites","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",25,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30254/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA143747",22923494,SRP007344,"H.G. Stunnenberg","Aug 29, 2012"
GSE40343,"Genome wide maps of E2F7 binding in IMR90 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40343/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA173795",22802529,SRP015123,"Ozlem Aksoy","Aug 25, 2012"
GSE38861,"ASXL1 Mutations Promote Myeloid Transformation Through Loss of PRC2-Mediated Gene Repression","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38861/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA169078",22897849,SRP013855,"Richard Koche","Aug 21, 2012"
GSE31151,"Breast cancer risk-associated SNPs modulate the affinity of chromatin for FOXA1 and alter gene expression","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31151/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA144815",23001124,SRP007653,"xiaoyang zhang","Aug 17, 2012"
GSE29181,"Core transcriptional regulatory circuit controlled by the TAL1 complex in human T-cell acute lymphoblastic leukemia","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",64,,"CEL;WIG;YLF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29181/suppl",22897851,,"Richard A Young","Aug 16, 2012"
GSE38901,"HSF1 drives a transcriptional program distinct from heat shock to support highly malignant human cancers [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",63,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38901/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA169333",22863008,SRP013883,"Marc Mendillo","Aug 07, 2012"
GSE38912,"HSF1 drives a transcriptional program distinct from heat shock to support highly malignant human cancers","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",83,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38912/suppl",22863008,,"Marc Mendillo","Aug 07, 2012"
GSE35462,"Genome-wide analysis of histone methylation reveals chromatin state-based regulation of host cellular gene expression induced by hepatitis B viruses (ChIP-Seq dataset)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35462/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA156113",24067902,SRP010669,"Ni Bing","Aug 01, 2012"
GSE35465,"Genome-wide analysis of histone methylation reveals chromatin state-based regulation of host cellular gene expression induced by hepatitis B viruses","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",6,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35465/suppl",24067902,,"Ni Bing","Aug 01, 2012"
GSE36979,"Genome-wide maps of nucleosome occupancy in human lymphoblastoid cell lines","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36979/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA157433",23166509,SRP012024,"Graham McVicker","Aug 01, 2012"
GSE31294,"Effect of p53 knowkdown on genome-wide map of AR-DNA binding","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31294/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA146107",22383394,SRP007871,"Thomas B Bair","Jul 31, 2012"
GSE31417,"Genome-wide study of HCFC1 binding sites and its associated transcription factors in cycling Human HeLa cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31417/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA154023",23539139,SRP007893,"Viviane Praz","Jul 31, 2012"
GSE31419,"The epigenetic cell-cycle regulator HCF-1 is recruited to active CpG island-containing promoters together with the ZNF143, THAP11(Ronin), YY-1 and GABP transcription factors.","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED;BEDGRAPH;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31419/suppl",23539139,,"Viviane Praz","Jul 31, 2012"
GSE39579,"Proteo-Genomic Characterization and Mapping of Nucleosomes Decoded by Brd and HP1 Proteins (Chip-Seq data)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39579/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA171165",22897906,SRP014545,"Iouri Chepelev","Jul 31, 2012"
GSE39581,"Proteo-Genomic Characterization and Mapping of Nucleosomes Decoded by Brd and HP1 Proteins","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",11,,"BED;BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39581/suppl",22897906,,"Iouri Chepelev","Jul 31, 2012"
GSE39237,"H2A.Z landscapes and dual modifications in pluripotent and multipotent stem cells underlie complex genome regulatory functions","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",7,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39237/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170309",23034477,SRP014186,"Bradley E. Bernstein","Jul 20, 2012"
GSE34316,"Genome-wide Detection of Genes Targeted by Aberrant Somatic Hypermutation in Lymphoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34316/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA151499",,SRP009676,"Yanwen Jiang","Jul 16, 2012"
GSE38284,"Histone variant H2A.Bbd is associated with active transcription and mRNA processing in human cells [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"TAB;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38284/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167547",22795134,SRP013411,"Peter J Park","Jul 16, 2012"
GSE38771,"Histone variant H2A.Bbd is associated with active transcription and mRNA processing in human cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",13,,"BEDGRAPH;CALLS;PAIR;TAB","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38771/suppl",22795134,,"Peter J Park","Jul 16, 2012"
GSE39089,"Genome-wide binding sites of Hypoxia inducible factor 1 (HIF1) and histone modifications","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39089/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA169935",22645302,SRP014007,"Takahide Kohro","Jul 12, 2012"
GSE37919,"Genome binding profile of the conserved CSB-PGBD3 fusion protein in CSB-null UVSS1KO cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37919/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA165669",23028371,SRP013023,"Lucas T Gray","Jul 10, 2012"
GSE38442,"Independence of Repressive Histone Marks and Chromatin Compaction during Senescent Heterochromatic Layer Formation (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",52,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38442/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167970",22795131,SRP013501,"Rafik Salama","Jul 09, 2012"
GSE38448,"Independence of Repressive Histone Marks and Chromatin Compaction during Senescent Heterochromatic Layer Formation","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",62,,,,22795131,,"Rafik Salama","Jul 09, 2012"
GSE39138,"Live cell monitoring of periodic gene expression in synchronous human cells identifies forkhead genes involved in cell cycle control","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39138/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170078",22740631,SRP014032,"Gavin D Grant","Jul 09, 2012"
GSE39179,"TAL1 complex in human T-cell acute lymphoblastic leukemia (RPMI-8402)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39179/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170151",,SRP014150,"Richard A Young","Jul 09, 2012"
GSE39137,"CpG Island Structure and Trithorax/Polycomb Chromatin Domains in Human Cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39137/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA170073",,SRP014031,"Richard A Young","Jul 06, 2012"
GSE37757,"Unraveling cell type–specific and reprogrammable human replication origin signatures associated with G-quadruplex consensus motifs","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37757/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA163241",22751019,SRP012667,"Emilie Besnard","Jul 01, 2012"
GSE34556,"Diverse epigenetic strategies interact to control epidermal differentiation [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BAM","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34556/suppl",,,"Chandra Chilamakuri","Jun 24, 2012"
GSE34558,"Diverse epigenetic strategies interact to control epidermal differentiation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",14,,"BAM","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34558/suppl",,,"Chandra Chilamakuri","Jun 24, 2012"
GSE33571,"Disrupted transcriptional network in ΔNp63 AEC tissue model [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BW;SAM;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33571/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA154341",22922031,SRP009255,"Yuning Wei","Jun 18, 2012"
GSE33572,"Disrupted transcripitonal network in ΔNp63 AEC tissue model","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"BED;BW;CEL;SAM","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33572/suppl",,,"Yuning Wei","Jun 18, 2012"
GSE37589,"Identification of Novel NRF2-Regulated Genes by ChIPSeq","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37589/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA161889",22581777,SRP012507,"Xuting Wang","Jun 18, 2012"
GSE34001,"RNA polymerase II pausing downstream of core histone genes is different from genes producing polyadenylated transcripts","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34001/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA150577",22701709,SRP009461,"Anamika Krishanpal","Jun 15, 2012"
GSE38561,"CpG islands and GC content dictate nucleosome depletion in a transcription independent manner at mammalian promoters (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",9,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38561/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA168375",23100115,SRP013646,"Romain Fenouil","Jun 12, 2012"
GSE38563,"CpG islands and GC content dictate nucleosome depletion in a transcription independent manner at mammalian promoters (MNase-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",5,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38563/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA168377",23100115,SRP013659,"Romain Fenouil","Jun 12, 2012"
