Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE91599,"ChIP-seq from HEK293 (ENCSR236FPN)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91599/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91601,"ChIP-seq from HEK293T (ENCSR237TFX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91601/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91602,"ChIP-seq from K562 (ENCSR237VLT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91602/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91606,"ChIP-seq from K562 (ENCSR249OFO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91606/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91608,"ChIP-seq from K562 (ENCSR256DQC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91608/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91611,"ChIP-seq from HEK293 (ENCSR260MAS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91611/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91612,"ChIP-seq from HepG2 (ENCSR261EDU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91612/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91614,"ChIP-seq from K562 (ENCSR263DFP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91614/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91618,"ChIP-seq from HepG2 (ENCSR267DFA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91618/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91623,"ChIP-seq from HEK293T (ENCSR272LXW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91623/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91626,"ChIP-seq from K562 (ENCSR277DMR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91626/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91627,"ChIP-seq from HepG2 (ENCSR278JQG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91627/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91628,"ChIP-seq from HEK293 (ENCSR278MZO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91628/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91629,"ChIP-seq from GM12878 (ENCSR278SQL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91629/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91630,"ChIP-seq from MCF-7 (ENCSR279IEM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91630/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91633,"ChIP-seq from MCF-7 (ENCSR288IJC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91633/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91634,"ChIP-seq from K562 (ENCSR288MOZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91634/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91635,"ChIP-seq from HEK293 (ENCSR289NSN)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91635/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91636,"ChIP-seq from HEK293 (ENCSR290SSQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91636/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91638,"ChIP-seq from GM12878 (ENCSR293QAR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91638/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91642,"ChIP-seq from K562 (ENCSR298DKW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91642/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91643,"ChIP-seq from K562 (ENCSR298JCG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91643/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91644,"ChIP-seq from K562 (ENCSR298QDM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91644/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91647,"ChIP-seq from K562 (ENCSR302AWT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91647/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91651,"ChIP-seq from HEK293 (ENCSR307CKC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91651/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91655,"ChIP-seq from HEK293 (ENCSR311DYU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91655/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91656,"ChIP-seq from K562 (ENCSR314BBS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91656/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91658,"ChIP-seq from HEK293 (ENCSR316OQD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91658/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91661,"ChIP-seq from MCF-7 (ENCSR318LVG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91661/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91663,"ChIP-seq from K562 (ENCSR322CFO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91663/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91664,"ChIP-seq from HEK293 (ENCSR324LTM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91664/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91666,"ChIP-seq from HEK293 (ENCSR328SUD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91666/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91667,"ChIP-seq from K562 (ENCSR329YMD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91667/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91668,"ChIP-seq from K562 (ENCSR331BDJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91668/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91671,"ChIP-seq from GM12878 (ENCSR332EYT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91671/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91673,"ChIP-seq from K562 (ENCSR334HSW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91673/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91674,"ChIP-seq from HepG2 (ENCSR334KIQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91674/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91678,"ChIP-seq from HepG2 (ENCSR337NWW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91678/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91679,"ChIP-seq from HEK293 (ENCSR338DGO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91679/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91681,"ChIP-seq from HEK293 (ENCSR342AGU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91681/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91682,"ChIP-seq from K562 (ENCSR343ELW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91682/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91686,"ChIP-seq from GM12878 (ENCSR347NOB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91686/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91687,"ChIP-seq from MCF-7 (ENCSR348JOJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91687/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91688,"ChIP-seq from HEK293 (ENCSR348ONY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91688/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91690,"ChIP-seq from K562 (ENCSR350XWY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91690/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91692,"ChIP-seq from K562 (ENCSR352BJL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91692/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91693,"ChIP-seq from HEK293 (ENCSR354FNX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91693/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91696,"ChIP-seq from HEK293 (ENCSR357QJR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91696/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91697,"ChIP-seq from K562 (ENCSR360HRA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91697/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91698,"ChIP-seq from MCF-7 (ENCSR360JOC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91698/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91699,"ChIP-seq from HEK293 (ENCSR361UQO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91699/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91700,"ChIP-seq from HEK293 (ENCSR363XBR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91700/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91701,"ChIP-seq from HEK293 (ENCSR365GRX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91701/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91705,"ChIP-seq from K562 (ENCSR369LPC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91705/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91707,"ChIP-seq from K562 (ENCSR375CYS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91707/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91709,"ChIP-seq from K562 (ENCSR376WCJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91709/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91710,"ChIP-seq from HEK293 (ENCSR381VYR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91710/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91711,"ChIP-seq from K562 (ENCSR382AIB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91711/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91712,"ChIP-seq from HEK293 (ENCSR382GSF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91712/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91713,"ChIP-seq from MCF-7 (ENCSR382WLL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91713/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91716,"ChIP-seq from K562 (ENCSR385AHH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91716/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91717,"ChIP-seq from HEK293T (ENCSR386FAB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91717/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91718,"ChIP-seq from K562 (ENCSR387MCX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91718/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91720,"ChIP-seq from K562 (ENCSR387UWP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91720/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91721,"ChIP-seq from K562 (ENCSR388QZF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91721/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91723,"ChIP-seq from MCF-7 (ENCSR389BLX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91723/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91726,"ChIP-seq from MCF-7 (ENCSR391JII)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91726/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91727,"ChIP-seq from MCF-7 (ENCSR391KQC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91727/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91728,"ChIP-seq from HeLa-S3 (ENCSR392EAA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91728/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91730,"ChIP-seq from K562 (ENCSR395HWC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91730/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91732,"ChIP-seq from GM12878 (ENCSR398JTO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91732/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91734,"ChIP-seq from HepG2 (ENCSR399VVK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91734/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91735,"ChIP-seq from K562 (ENCSR400FSM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91735/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91736,"ChIP-seq from K562 (ENCSR402XII)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91736/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91738,"ChIP-seq from GM12878 (ENCSR408JQO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91738/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91739,"ChIP-seq from K562 (ENCSR410DWC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91739/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91741,"ChIP-seq from K562 (ENCSR411UYA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91741/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91742,"ChIP-seq from K562 (ENCSR412CTM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91742/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91743,"ChIP-seq from K562 (ENCSR412HJH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91743/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91745,"ChIP-seq from GM12878 (ENCSR412QBS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91745/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91746,"ChIP-seq from HEK293 (ENCSR413ABE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91746/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91747,"ChIP-seq from K562 (ENCSR414TYY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91747/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91748,"ChIP-seq from K562 (ENCSR416QLJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91748/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91749,"ChIP-seq from HEK293 (ENCSR417VWF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91749/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91750,"ChIP-seq from HEK293 (ENCSR418MKG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91750/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91752,"ChIP-seq from SK-N-SH (ENCSR422ZAO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91752/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91753,"ChIP-seq from K562 (ENCSR426MDV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91753/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91754,"ChIP-seq from MCF-7 (ENCSR427BBI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91754/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91755,"ChIP-seq from HEK293 (ENCSR429LAP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91755/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91763,"ChIP-seq from HEK293 (ENCSR440COG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91763/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
